employee_id,first_name,last_name,department,sub-department,first_level_manager,second_level_manager,third_level_manager,fourth_level_manager,job_level,salary,hire_date,term_date,term_type,term_reason,active_status
1055389029,Cosimo,Pavkovic,Administration,Executive Assistants,12104572130,,,,Director,69997,14-02-2016,,,,1
1055672310,Charmaine,Dewick,Software,Software Development,6136871049,9798129566,6372547560,12104572130,Individual Contributor,76261,19-07-2015,06-07-2016,Involuntary,Termination for cause,0
1058145691,Enoch,Kenelin,Finance,Financial Planning,3073905311,3371162925,3615825420,12104572130,Individual Contributor,62862,24-03-2018,,,,1
1061479293,Vanya,Fogarty,Marketing,Advertising,3161556206,860076941,4092540016,12104572130,Individual Contributor,68052,14-06-2018,29-04-2019,Voluntary,More flexible benefits,0
1064266702,Asher,Messenger,HR,Benefits,872204950,2656122790,5940412697,12104572130,Individual Contributor,69992,22-07-2018,27-04-2020,Voluntary,Found a better opportunity,0
1065715572,Alexina,Codi,Marketing,Marketing Research,3007781589,5207901096,2813655685,12104572130,Individual Contributor,84366,14-08-2021,,,,1
1066186361,Ludovico,Sigert,Finance,Accounting,3342104556,6043081030,5312370235,12104572130,Individual Contributor,64876,22-09-2017,,,,1
1068737929,Thacher,Reoch,Finance,Financial Planning,1629240509,9121244649,6022803528,12104572130,Individual Contributor,84853,12-02-2012,20-11-2012,Voluntary,Found a better opportunity,0
1074347333,Emerson,Guise,Sales,Account Management,12104572130,,,,Director,92738,04-04-2013,,,,1
1077298655,Bianca,Biggadike,Sales,Sales Operations,271236772,8983780137,4932459135,12104572130,Individual Contributor,65554,15-01-2020,,,,1
1083137585,Martin,Guille,Sales,Account Management,240951251,8949267496,2188325953,12104572130,Individual Contributor,75675,13-08-2021,,,,1
1087548657,Justino,Lehrer,Software,Software Development,6419439753,5390863100,259741855,12104572130,Individual Contributor,84921,19-03-2018,,,,1
1090420374,Cortie,Jorissen,R&D,Product Design,5325728346,9928084959,12104572130,,Team Lead,87167,16-02-2018,25-11-2018,Voluntary,Better salary,0
1091647106,Clement,Mallan,Software,Software Development,12104572130,,,,Director,129512,10-07-2017,,,,1
1093449526,Filbert,Routh,Sales,Business Development,5701309242,12104572130,,,Manager,71783,11-02-2020,,,,1
1093888530,Townsend,Shillabeer,Sales,Business Development,8983780137,390131335,12104572130,,Team Lead,76044,10-12-2016,06-12-2017,Voluntary,More flexible benefits,0
1097818055,Winston,Chaytor,Software,QA,5959242695,12104572130,,,Manager,118777,03-11-2014,,,,1
1099602317,Cordie,Tradewell,HR,Recruiting,8416606255,977946997,7870535481,12104572130,Individual Contributor,72117,02-11-2016,,,,1
1105870193,Tarra,Ughini,Operations,Supply Chain,5717192834,8326227722,1740357466,12104572130,Individual Contributor,47531,08-07-2019,,,,1
1113719599,Anthony,Caldwall,Software,Technical Support,5538377209,6851422667,5959242695,12104572130,Individual Contributor,94519,03-10-2017,,,,1
1115108517,Thelma,Fearnill,Procurement,Procurement,8950871001,8886609535,584122183,12104572130,Individual Contributor,52370,02-02-2018,,,,1
1115672554,Eldridge,Guenther,Sales,Account Management,5892065558,6002694929,2188325953,12104572130,Individual Contributor,66641,15-03-2020,,,,1
1118396701,Noland,Porson,HR,Benefits,345003369,9510187895,3315940256,12104572130,Individual Contributor,55162,28-04-2019,,,,1
1120836250,Rustie,Iskov,Software,QA,1819838159,1368787589,226422921,12104572130,Individual Contributor,96318,28-11-2017,,,,1
1121941594,Parke,Coaster,Software,Technical Support,965981223,6129740252,12104572130,,Team Lead,109670,28-07-2014,,,,1
1122783933,Stewart,Nettles,HR,Recruiting,2874824995,12104572130,,,Manager,75774,29-12-2016,,,,1
1123793176,Leonid,Theaker,Marketing,Advertising,7047046426,2271051594,9743222543,12104572130,Individual Contributor,70121,24-06-2015,,,,1
1124311145,Reuven,Johanchon,Administration,Travel,3530337257,4609895564,3529946098,12104572130,Individual Contributor,52983,12-02-2015,,,,1
1127439028,Wilma,Pantin,Marketing,Advertising,5601261629,7505933947,1949400041,12104572130,Individual Contributor,74599,06-06-2017,,,,1
1128220581,Nils,Bather,Legal,Litigation,6916377962,3180541437,5222419382,12104572130,Individual Contributor,81035,24-01-2012,,,,1
1129885717,Chuck,Guyan,Operations,Logistics,8944569760,2350609054,8375539146,12104572130,Individual Contributor,67909,08-10-2018,,,,1
1133455702,Reynold,Parramore,Administration,Facilities,1055389029,12104572130,,,Manager,86348,30-05-2016,,,,1
1133956569,Sharline,Patroni,Software,Software Development,9564800263,9195070758,12104572130,,Team Lead,86513,30-08-2012,,,,1
1135122025,Leupold,Crolly,Finance,Accounting,5350093764,8988913174,12104572130,,Team Lead,88521,15-01-2016,,,,1
1135467877,Pinchas,Collen,R&D,Research,4363135469,5661678441,4691487226,12104572130,Individual Contributor,66495,28-04-2015,,,,1
1139442023,Renato,Baltrushaitis,Administration,Facilities,1626346501,4609895564,3529946098,12104572130,Individual Contributor,73664,22-07-2021,,,,1
1142396245,Eve,Warrillow,Software,Technical Support,3228223998,978661177,9368442131,12104572130,Individual Contributor,98322,21-12-2016,,,,1
1144778675,Alejandro,Grewer,Procurement,Vendor Management,2036341103,584122183,12104572130,,Team Lead,80661,16-06-2020,,,,1
1145612320,Felipe,Voss,Software,QA,1857304825,6851422667,5942974370,12104572130,Individual Contributor,101152,14-07-2014,,,,1
1147520789,Igor,Dougharty,Sales,Account Management,3664844848,12104572130,,,Manager,83855,13-04-2016,,,,1
1148338617,Nichols,Balcock,Software,Software Development,5254944830,12104572130,,,Manager,110976,23-08-2016,27-05-2018,Voluntary,Found a better opportunity,0
1152999324,Hieronymus,Sneden,Sales,Sales Operations,1423323651,2976516973,2188325953,12104572130,Individual Contributor,79006,16-09-2017,,,,1
1155091624,Damian,Dunkley,Software,QA,3583023331,2870084555,5254944830,12104572130,Individual Contributor,80806,15-01-2015,,,,1
1155740069,Godwin,Vallender,Software,Software Development,3232398563,9195070758,12104572130,,Team Lead,115776,17-04-2021,13-06-2021,Voluntary,Found a better opportunity,0
1156342590,Alejandro,Hartshorn,Software,Technical Support,4645585274,9281160388,6129740252,12104572130,Individual Contributor,103167,09-06-2012,,,,1
1159005086,Chris,Kordes,HR,Recruiting,8377149542,12104572130,,,Manager,68120,24-10-2016,,,,1
1159597010,Duncan,Roskelly,Software,QA,5637400000,5390863100,9195070758,12104572130,Individual Contributor,87457,14-07-2013,,,,1
1160713076,Wandis,Reyne,Administration,Executive Assistants,6216076748,4096113579,8652820129,12104572130,Individual Contributor,74589,03-05-2016,,,,1
1160840840,Hasheem,Lydall,Software,Software Development,4657616823,642542467,21007178,12104572130,Individual Contributor,101579,14-07-2014,,,,1
1163702137,Bobine,Meighan,Software,Software Development,9952342498,4502528035,2107182373,12104572130,Individual Contributor,79030,10-11-2020,,,,1
1171364157,Doll,Somerbell,Software,Software Development,9293014412,9281160388,5942974370,12104572130,Individual Contributor,83744,05-03-2015,,,,1
1173750454,Karine,Hargroves,Customer Service,Technical Support,2738173682,9657388599,12104572130,,Team Lead,60484,31-07-2020,,,,1
1174113459,Kellie,Stealfox,Finance,Financial Planning,4229204534,7265175724,8988913174,12104572130,Individual Contributor,65002,06-07-2014,06-05-2015,Voluntary,More flexible benefits,0
1174282261,Shirlene,Pibworth,Marketing,Marketing Research,7047046426,3627551867,2813655685,12104572130,Individual Contributor,94480,07-12-2017,,,,1
1174633601,Gaultiero,Parffrey,HR,Training,3564449061,6284594203,1871591752,12104572130,Individual Contributor,76519,30-12-2020,,,,1
1178672912,Timmy,Henbury,Operations,Project Management,6002149461,216953146,9843016922,12104572130,Individual Contributor,62787,20-06-2015,,,,1
1179289214,Wilie,Feavers,Marketing,Marketing Research,3340504277,4524447811,4092540016,12104572130,Individual Contributor,72176,04-01-2021,,,,1
1183939979,Clark,Dalziel,Procurement,Supply Chain,3570683418,12104572130,,,Manager,61252,20-05-2013,,,,1
1188827613,Ardyth,Rubega,Sales,Sales Operations,390131335,12104572130,,,Manager,95091,10-03-2016,,,,1
1192611912,Paulie,Chainey,Finance,Accounting,1648354202,4077713505,5312370235,12104572130,Individual Contributor,56122,20-07-2013,,,,1
1197229283,Kerry,Tutchell,Sales,Business Development,3350437227,2747567836,2188325953,12104572130,Individual Contributor,60753,02-09-2021,,,,1
1197323865,Marris,Valek,Operations,Project Management,3210430671,1689927080,8495424892,12104572130,Individual Contributor,61852,04-11-2017,,,,1
1197760534,Gamaliel,Aronowitz,Sales,Account Management,4726691640,4566010041,2169536929,12104572130,Individual Contributor,82393,06-11-2013,,,,1
1205282864,Fremont,Carlos,Operations,Supply Chain,4923426918,2350609054,8488156355,12104572130,Individual Contributor,66524,12-02-2014,,,,1
1207731538,Grantley,Chalcot,Software,Software Development,2365847572,6279119392,5959242695,12104572130,Individual Contributor,84908,12-03-2016,,,,1
1208397417,Web,Treleaven,Sales,Business Development,5459247260,2231553779,390131335,12104572130,Individual Contributor,64291,20-08-2017,,,,1
1210136663,Barron,Cropp,Sales,Business Development,3376234187,630667872,2188325953,12104572130,Individual Contributor,73653,17-12-2018,,,,1
1212349178,Evie,Millichap,Sales,Account Management,5602375624,4566010041,8057668487,12104572130,Individual Contributor,77403,04-03-2016,,,,1
1213075423,Mitchell,Hillatt,Software,QA,2305655767,7297337598,226422921,12104572130,Individual Contributor,71536,02-04-2017,,,,1
1214333978,Darrell,Speeks,Finance,Auditing,460923431,9882325408,5312370235,12104572130,Individual Contributor,77798,21-06-2017,,,,1
1215391036,Penrod,Tryhorn,HR,Benefits,1272988056,9237096765,2874824995,12104572130,Individual Contributor,58640,06-08-2012,28-08-2014,Voluntary,Better salary,0
1216589756,Selia,Byles,Sales,Sales Operations,2674326044,1147520789,390131335,12104572130,Individual Contributor,70831,27-12-2012,,,,1
1217153229,Temple,Steptoe,Sales,Sales Operations,3664844848,12104572130,,,Manager,92508,14-04-2017,,,,1
1219443439,Cos,Smurfit,Finance,Accounting,3947021486,8737946734,6641422960,12104572130,Individual Contributor,90659,18-08-2017,,,,1
1220088260,Fanchon,Fitzpayn,Product Development,Product Marketing,8270405811,3438576425,765808111,12104572130,Individual Contributor,100090,20-06-2013,,,,1
1220354946,Matti,Flude,Software,Technical Support,6810137844,1583872264,21007178,12104572130,Individual Contributor,67343,19-08-2013,,,,1
1221282917,Perice,Duny,Software,Software Development,9666212537,4935607662,9195070758,12104572130,Individual Contributor,85087,14-12-2013,,,,1
1228916380,Rowney,Spring,Sales,Business Development,8561534894,2747567836,3664844848,12104572130,Individual Contributor,74537,12-01-2014,21-01-2015,Voluntary,Found a better opportunity,0
1235334166,Ganny,Buttel,Software,Software Development,6268712051,12104572130,,,Manager,125507,20-07-2015,,,,1
1237337396,Korry,Travers,Marketing,Advertising,7066567678,2066534911,2813655685,12104572130,Individual Contributor,63061,19-01-2019,,,,1
1240166189,Maridel,Coath,Operations,Logistics,1927101441,2350609054,9843016922,12104572130,Individual Contributor,83223,02-08-2021,22-09-2021,Voluntary,Better salary,0
1243326930,Michal,Popping,Administration,Executive Assistants,409650215,1133455702,6497597529,12104572130,Individual Contributor,56606,26-12-2021,,,,1
1243898660,Cal,Cudde,Software,Software Development,4917030504,315421483,3159687889,12104572130,Individual Contributor,73951,21-09-2021,,,,1
1248416859,Tallia,Burchfield,Software,Technical Support,1646714686,6279119392,9451957864,12104572130,Individual Contributor,74477,27-07-2013,,,,1
1248905970,Keven,Ovell,Legal,Litigation,3346380741,9853910653,2591261030,12104572130,Individual Contributor,101167,28-11-2014,11-11-2015,Voluntary,Better salary,0
1250513971,Griff,Foskew,R&D,Product Design,6611224171,9928084959,12104572130,,Team Lead,104299,21-07-2016,28-07-2017,Voluntary,More flexible benefits,0
1251502396,Will,Andrioni,Finance,Financial Planning,135888623,3913723636,3225775822,12104572130,Individual Contributor,82724,28-07-2014,,,,1
1253139414,Nathanil,Kondratyuk,Software,QA,5200779776,5390863100,3159687889,12104572130,Individual Contributor,101867,12-12-2018,,,,1
1254635676,Taddeo,Haugg,R&D,Research,6635192943,1672606048,1424199297,12104572130,Individual Contributor,80233,21-06-2012,,,,1
1255605369,Garrot,Bemment,Operations,Logistics,6002149461,4521656077,9843016922,12104572130,Individual Contributor,69007,20-08-2019,23-06-2021,Voluntary,More flexible benefits,0
1256124671,Sky,Duckhouse,Finance,Accounting,3972048378,5400546882,12104572130,,Team Lead,76609,12-01-2015,,,,1
1261309781,Salomo,Iannitti,Software,Software Development,9322200876,3902693036,12104572130,,Team Lead,99279,22-02-2021,,,,1
1263991009,Clio,MacGarrity,Sales,Account Management,6382958391,2612461749,8057668487,12104572130,Individual Contributor,77833,30-12-2013,,,,1
1265692609,Durante,Dils,HR,Recruiting,5301823462,977946997,2874824995,12104572130,Individual Contributor,79924,23-07-2016,21-08-2017,Voluntary,More flexible benefits,0
1270185796,Andee,Prettyjohns,Software,Technical Support,1523340543,1900946112,259741855,12104572130,Individual Contributor,90027,17-08-2013,,,,1
1272988056,Catharine,Hilling,HR,Benefits,4930496475,7870535481,12104572130,,Team Lead,75647,18-03-2012,,,,1
1275997622,Alessandra,Edelheid,Finance,Financial Planning,5683220301,3064528137,8988913174,12104572130,Individual Contributor,82295,13-12-2016,,,,1
1279524452,Morten,Cuss,Operations,Project Management,5011019034,340589918,8375539146,12104572130,Individual Contributor,83670,24-11-2019,,,,1
1280971696,Mayer,Wetter,Software,QA,7357925070,12104572130,,,Manager,100836,12-04-2012,,,,1
1283917588,Phedra,Decroix,Finance,Auditing,3784100768,8876294130,3225775822,12104572130,Individual Contributor,66744,19-02-2012,,,,1
1284827097,Guendolen,Kiossel,Legal,Intellectual Property,2591261030,12104572130,,,Manager,112411,21-03-2021,22-05-2021,Voluntary,Better salary,0
1285767804,Olenolin,Ninnoli,Finance,Auditing,3972048378,6022803528,12104572130,,Team Lead,92101,06-08-2014,29-07-2015,Voluntary,More flexible benefits,0
1289694966,Barnabe,Haylor,Finance,Auditing,7732477252,8876294130,4691268378,12104572130,Individual Contributor,91351,10-08-2013,,,,1
1294017135,Humfrey,Howse,Sales,Account Management,3855144093,3786575563,1074347333,12104572130,Individual Contributor,68507,01-07-2016,,,,1
1294129792,Mahala,Halling,Finance,Financial Planning,3073905311,5350093764,2793295523,12104572130,Individual Contributor,73094,19-09-2018,,,,1
1294824500,Son,Danzig,Administration,Travel,6472118096,4096113579,1055389029,12104572130,Individual Contributor,51552,19-05-2016,,,,1
1302776007,Page,Croley,Software,QA,6123517755,8910285795,2107182373,12104572130,Individual Contributor,87039,20-02-2016,,,,1
1304248753,Hobie,Shelbourne,Software,Technical Support,4770950126,9180299011,7708606215,12104572130,Individual Contributor,94009,26-04-2012,08-02-2014,Voluntary,More flexible benefits,0
1305338009,Malvin,Loblie,Customer Service,Customer Support,9705951632,3800737707,9657388599,12104572130,Individual Contributor,57156,30-09-2020,24-11-2020,Involuntary,Budget cuts,0
1305794961,Flint,Baggiani,Software,Software Development,4744086221,8277660536,5254944830,12104572130,Individual Contributor,91430,29-12-2016,,,,1
1309639256,Mandel,Lambillion,Operations,Logistics,2422532302,9107093688,8488156355,12104572130,Individual Contributor,88344,29-12-2020,,,,1
1310820702,Lilyan,Gabbatt,Finance,Financial Planning,582378211,8412275732,2793295523,12104572130,Individual Contributor,71426,27-02-2013,,,,1
1315398556,Andres,Scudder,Finance,Auditing,823014046,6043081030,6022803528,12104572130,Individual Contributor,59973,28-01-2019,13-11-2019,Involuntary,Termination for cause,0
1320756379,Samson,Speake,Administration,Travel,1393928212,1133455702,3373364129,12104572130,Individual Contributor,65065,03-02-2016,,,,1
1321952228,Arel,Tace,Product Development,Project Management,2316448272,12104572130,,,Manager,100661,04-07-2016,17-07-2018,Involuntary,Performance,0
1322142169,Saree,Beccera,Customer Service,Account Management,114604934,6384586478,9657388599,12104572130,Individual Contributor,73717,14-11-2017,,,,1
1326460603,Jayme,Astie,Finance,Auditing,4822172627,2813354026,3615825420,12104572130,Individual Contributor,77312,21-12-2021,,,,1
1327507817,Farrell,Parsonson,Software,Software Development,12104572130,,,,Director,114453,22-01-2019,,,,1
1329170177,Carly,Brinkley,Marketing,Public Relations,9743222543,12104572130,,,Manager,87969,17-01-2012,,,,1
1330464109,Bette-ann,De Ruggero,Finance,Auditing,5350093764,5312370235,12104572130,,Team Lead,92110,12-03-2015,,,,1
1331663825,Clari,Fryman,Finance,Financial Planning,972621828,5350093764,6641422960,12104572130,Individual Contributor,64928,15-09-2021,,,,1
1334154186,Calida,Spong,Operations,Supply Chain,8510468780,7406542888,9452810041,12104572130,Individual Contributor,82189,23-11-2015,,,,1
1335358252,Dana,Pavett,Customer Service,Account Management,4701018058,9657388599,12104572130,,Team Lead,78640,25-10-2021,,,,1
1336142758,Claybourne,Dunster,HR,Recruiting,9258459221,1122783933,3315940256,12104572130,Individual Contributor,66933,19-09-2016,,,,1
1336540136,Marijo,Allbones,Finance,Accounting,3342104556,9341365400,6022803528,12104572130,Individual Contributor,71842,11-04-2014,17-02-2016,Involuntary,Performance,0
1336644832,Allin,Whitefoot,Legal,Intellectual Property,7395423694,7038178543,5930096966,12104572130,Individual Contributor,85580,25-11-2018,,,,1
1339258065,Godfree,Van der Velden,Administration,Travel,7404245430,2749334301,5419153998,12104572130,Individual Contributor,56619,22-01-2020,,,,1
1341715961,Griselda,Jennrich,HR,Training,3332512175,2221255630,7870535481,12104572130,Individual Contributor,54563,08-07-2015,15-05-2017,Involuntary,Budget cuts,0
1342983369,Corbin,Botger,Software,Technical Support,5362387004,4502528035,2107182373,12104572130,Individual Contributor,71403,18-08-2021,,,,1
1343410277,Cristiano,McCathie,Customer Service,Technical Support,7799349465,9657388599,12104572130,,Team Lead,67330,30-09-2017,,,,1
1351843841,Ardelis,Whittingham,Marketing,Advertising,1949400041,12104572130,,,Manager,96403,28-07-2016,,,,1
1353829267,Pierre,Layhe,Marketing,Advertising,4524447811,2813655685,12104572130,,Team Lead,73720,25-04-2013,14-02-2015,Voluntary,More flexible benefits,0
1354474911,Nicholas,Holde,Administration,Travel,2840761127,1055389029,12104572130,,Team Lead,82069,27-01-2017,,,,1
1355334462,Wally,Broggetti,Software,QA,4645585274,2870084555,9368442131,12104572130,Individual Contributor,89047,14-02-2021,,,,1
1355706437,Evan,Mapham,Product Development,Product Management,4549854048,1616961292,765808111,12104572130,Individual Contributor,87320,28-09-2012,,,,1
1358690858,Stanislaw,Hancock,HR,Training,5187621014,302887809,12104572130,,Team Lead,86375,28-01-2018,,,,1
1360867790,Kyle,Ratnege,Finance,Accounting,7612459374,7265175724,8988913174,12104572130,Individual Contributor,64499,19-05-2021,,,,1
1363350907,Brandy,Iorns,Software,Technical Support,4422482610,3331241071,6268712051,12104572130,Individual Contributor,72231,04-08-2019,,,,1
1365530387,Loraine,Redrup,Sales,Sales Operations,9874902446,1217153229,390131335,12104572130,Individual Contributor,86260,15-02-2015,,,,1
1368787589,Cecily,Preshous,Software,Technical Support,6129740252,12104572130,,,Manager,111806,07-11-2012,,,,1
1370967781,Eden,Strete,Customer Service,Customer Support,7028724657,7799349465,9657388599,12104572130,Individual Contributor,55896,04-02-2020,,,,1
1371062116,Cordie,Rogger,Software,Technical Support,777501422,399958811,3902693036,12104572130,Individual Contributor,89241,21-01-2018,,,,1
1371430516,Sosanna,Martinello,Software,QA,5959242695,12104572130,,,Manager,120797,03-08-2014,,,,1
1372269958,Valentijn,Garlick,Operations,Logistics,293579828,2350609054,9843016922,12104572130,Individual Contributor,85448,06-08-2015,,,,1
1375327595,Garfield,Seyers,Marketing,Advertising,2268142296,4790098732,9743222543,12104572130,Individual Contributor,74433,08-10-2021,,,,1
1375673426,Mareah,Loveland,Sales,Business Development,318067557,2976516973,1074347333,12104572130,Individual Contributor,60390,22-10-2016,,,,1
1377239118,Gunner,Brant,R&D,Product Design,6635192943,44493250,3792599203,12104572130,Individual Contributor,78170,22-05-2017,20-03-2018,Voluntary,Found a better opportunity,0
1381541547,Janna,Dubarry,Marketing,Public Relations,8006539791,4092540016,12104572130,,Team Lead,75180,16-02-2015,14-02-2016,Voluntary,More flexible benefits,0
1382265541,Yasmeen,Spivey,R&D,Research,9823649154,6611224171,1424199297,12104572130,Individual Contributor,86116,18-06-2015,,,,1
1382593307,Jamison,Gres,Marketing,Public Relations,9374294983,4790098732,4092540016,12104572130,Individual Contributor,74408,15-01-2015,,,,1
1386397736,Faber,Emson,Procurement,Vendor Management,1055062301,3570683418,12104572130,,Team Lead,57326,04-08-2014,06-07-2015,Voluntary,More flexible benefits,0
1387061791,Louella,Gudahy,HR,Training,9741260931,1159005086,7870535481,12104572130,Individual Contributor,59474,09-09-2021,,,,1
1388176441,Kial,Chaloner,Software,Technical Support,2099130087,1900946112,6268712051,12104572130,Individual Contributor,82514,05-04-2013,,,,1
1390229694,Sylvan,Brittlebank,HR,Benefits,7807789283,2221255630,1871591752,12104572130,Individual Contributor,79755,03-02-2021,,,,1
1391328412,Etti,Maffy,Operations,Supply Chain,8510468780,5721091419,8375539146,12104572130,Individual Contributor,75913,08-09-2021,,,,1
1391428401,Allsun,Snepp,Software,QA,8385483807,9900405594,3159687889,12104572130,Individual Contributor,74682,18-03-2015,,,,1
1391545448,Andrej,Schruurs,Software,QA,2062979446,9281160388,9195070758,12104572130,Individual Contributor,104593,29-05-2017,,,,1
1392516939,Norton,Salerg,HR,Benefits,6629454006,9663064631,7870535481,12104572130,Individual Contributor,66292,22-05-2015,,,,1
1393928212,Karee,Fulk,Administration,Travel,549775725,8652820129,12104572130,,Team Lead,63110,24-12-2013,,,,1
1395253493,Bay,McAuley,Customer Service,Customer Support,114604934,4701018058,9657388599,12104572130,Individual Contributor,66160,02-03-2018,07-12-2018,Voluntary,Better salary,0
1395838059,Ardra,Lettington,Finance,Accounting,460923431,3905225288,4691268378,12104572130,Individual Contributor,67441,09-11-2019,,,,1
1397644023,Nevin,Clemmens,Marketing,Public Relations,784584731,4524447811,1949400041,12104572130,Individual Contributor,86200,20-05-2018,11-11-2020,Voluntary,More flexible benefits,0
1398247816,Bobina,Mulrooney,HR,Training,9323844179,9663064631,302887809,12104572130,Individual Contributor,58317,19-03-2018,12-02-2019,Voluntary,Better salary,0
1401239962,Annissa,Ommundsen,Product Development,Product Marketing,2316448272,12104572130,,,Manager,86483,02-05-2020,,,,1
1408675129,Say,Illwell,Product Development,Project Management,2388762947,3448401754,2316448272,12104572130,Individual Contributor,72211,29-03-2018,,,,1
1409152100,Brannon,Phythean,Finance,Auditing,1461189915,2813354026,5312370235,12104572130,Individual Contributor,90598,08-01-2016,,,,1
1411503793,Alvera,Roscam,Sales,Business Development,6284193546,6343662129,8057668487,12104572130,Individual Contributor,74388,02-11-2014,,,,1
1411913625,Dorothea,Ivimey,Software,Software Development,9564800263,9195070758,12104572130,,Team Lead,101893,10-01-2017,,,,1
1415912638,Arny,Bullard,Software,Technical Support,1747471771,9180299011,1091647106,12104572130,Individual Contributor,77176,25-09-2015,,,,1
1418117651,Gabriele,Lander,Software,Software Development,6505384746,965981223,6129740252,12104572130,Individual Contributor,70291,29-06-2017,,,,1
1418153247,Alma,Cobson,Finance,Accounting,991135313,5400546882,12104572130,,Team Lead,95950,24-02-2019,22-02-2020,Voluntary,Found a better opportunity,0
1418187999,Licha,Pleaden,Administration,Executive Assistants,7066304704,5419153998,12104572130,,Team Lead,55699,06-09-2014,,,,1
1418790388,Calla,Hails,Marketing,Marketing Research,7066567678,1855812703,9743222543,12104572130,Individual Contributor,76582,04-09-2014,,,,1
1418818385,Greta,Gozzett,Administration,Travel,4311738809,7117669516,6630511380,12104572130,Individual Contributor,75666,07-04-2012,,,,1
1423323651,Mag,Harlowe,Sales,Account Management,316146636,8057668487,12104572130,,Team Lead,69693,01-03-2018,,,,1
1423842945,Marylin,Pesek,Software,QA,9281160388,259741855,12104572130,,Team Lead,84033,07-10-2020,,,,1
1424199297,Care,Iremonger,R&D,Prototyping,12104572130,,,,Director,102297,04-10-2015,,,,1
1424897813,Dickie,Mustoo,HR,Training,7656332383,4930496475,1871591752,12104572130,Individual Contributor,70072,19-06-2012,,,,1
1425308714,Amble,Honacker,HR,Benefits,4867818836,2771745961,302887809,12104572130,Individual Contributor,72478,21-05-2018,,,,1
1428975028,Robinson,Bolton,Software,Software Development,6638152289,1235334166,5254944830,12104572130,Individual Contributor,97230,15-10-2014,,,,1
1429993678,Peyton,Novkovic,Software,Software Development,9160507725,978661177,5942974370,12104572130,Individual Contributor,62434,11-11-2018,02-12-2020,Involuntary,Performance,0
1433971040,Thaddus,Garrie,Marketing,Marketing Research,3631245540,3567515372,9743222543,12104572130,Individual Contributor,87448,26-02-2020,,,,1
1434662077,Ranna,Berthomier,Finance,Auditing,1629240509,8151517407,5400546882,12104572130,Individual Contributor,93834,20-06-2012,31-03-2013,Involuntary,Performance,0
1435158455,Esme,Booley,Procurement,Procurement,6486351829,7582291716,3570683418,12104572130,Individual Contributor,51097,17-06-2018,,,,1
1437179218,Jeri,Cathrall,Procurement,Vendor Management,2061244656,6827380667,584122183,12104572130,Individual Contributor,65551,25-05-2021,,,,1
1438475016,Ainslee,MacLise,Marketing,Advertising,7047046426,3627551867,2813655685,12104572130,Individual Contributor,60678,05-12-2015,,,,1
1438686707,Ripley,Allred,Software,Technical Support,7069124836,637102865,259741855,12104572130,Individual Contributor,91621,10-12-2020,,,,1
1442904299,Mile,Sharvill,HR,Benefits,8421163041,12104572130,,,Manager,81114,24-08-2020,,,,1
1443896284,Thibaud,Verner,Software,Technical Support,6810137844,2172742437,9451957864,12104572130,Individual Contributor,77811,09-06-2017,28-06-2019,Voluntary,Relocation,0
1447605994,Dario,Yacobsohn,Operations,Supply Chain,4987810981,7406542888,8488156355,12104572130,Individual Contributor,64362,23-11-2021,,,,1
1448220770,Prudy,Bodicam,Legal,Corporate Law,4249218150,3506070575,5930096966,12104572130,Individual Contributor,80206,13-09-2012,,,,1
1448292379,Malvin,Dugdale,Procurement,Supply Chain,6827380667,3570683418,12104572130,,Team Lead,70411,12-05-2021,,,,1
1449086419,Robbert,Lethem,Operations,Project Management,2422532302,409629656,9452810041,12104572130,Individual Contributor,76082,07-11-2020,06-11-2021,Voluntary,Career change,0
1451453288,Eugenius,Bedbury,Marketing,Advertising,3307450964,2813655685,12104572130,,Team Lead,96598,08-11-2016,08-09-2017,Voluntary,Better salary,0
1457127475,Jeffy,O'Sharkey,Legal,Intellectual Property,8466707201,7038178543,2591261030,12104572130,Individual Contributor,78107,21-07-2018,,,,1
1458712455,Jonathan,Debrett,Software,QA,7069124836,1235334166,7708606215,12104572130,Individual Contributor,72557,10-09-2020,,,,1
1458747521,Kelcie,Croizier,Marketing,Marketing Research,4227611998,4860843368,2813655685,12104572130,Individual Contributor,90136,01-12-2020,,,,1
1459792735,Paxon,Bausmann,HR,Training,6030473922,2391682711,3315940256,12104572130,Individual Contributor,72139,10-08-2012,05-06-2013,Voluntary,More flexible benefits,0
1461189915,Buiron,Woodall,Finance,Accounting,6711801205,5312370235,12104572130,,Team Lead,100645,04-12-2018,,,,1
1461750037,Bjorn,Ilyunin,Finance,Accounting,5683220301,3064528137,8996729135,12104572130,Individual Contributor,72856,08-02-2013,03-01-2014,Involuntary,Performance,0
1462292034,Roarke,Schorah,Administration,Travel,6638215922,7066304704,3529946098,12104572130,Individual Contributor,60863,14-07-2016,,,,1
1463214706,Egan,Dugood,Software,QA,683198210,399958811,6372547560,12104572130,Individual Contributor,99494,03-08-2014,,,,1
1463640495,Dagny,Trask,HR,Benefits,1966850952,1122783933,8377149542,12104572130,Individual Contributor,62383,19-03-2020,,,,1
1463897896,Melly,Vautin,Procurement,Procurement,1144778675,2942515027,3570683418,12104572130,Individual Contributor,63484,25-06-2019,,,,1
1466841851,Adelbert,Kebell,Sales,Account Management,3884590873,81223024,3664844848,12104572130,Individual Contributor,74224,22-12-2016,05-11-2017,Voluntary,Found a better opportunity,0
